,raw,char,line
115,"GILBERT:  Well, I wouldn't give up all together.  You know, I always thought you should write about the Avonlea.  Change the name, of course, or Rachel Lynde would think she was the heroine.",GILBERT," Well, I wouldn't give up all together.  You know, I always thought you should write about the Avonlea.  Change the name, of course, or Rachel Lynde would think she was the heroine."
116,ANNE:  [laughs]  Avonlea is the dearest place in the world.  But I don't think it's an interesting enough setting for a story.,ANNE, [laughs]  Avonlea is the dearest place in the world.  But I don't think it's an interesting enough setting for a story.
117,"GILBERT:  Oh, I intend to take Christine back to the Island with me and set up my practice there.  Dr. Stuart has a lot of pull in Halifax and would like us to live there, but I don't want any hand-outs.  Besides, any other place just wouldn't seem like home to me.",GILBERT," Oh, I intend to take Christine back to the Island with me and set up my practice there.  Dr. Stuart has a lot of pull in Halifax and would like us to live there, but I don't want any hand-outs.  Besides, any other place just wouldn't seem like home to me."
118,"ANNE:  No, of course.  The board of governors at the College just offered me a five-year contract.",ANNE," No, of course.  The board of governors at the College just offered me a five-year contract."
119,"GILBERT:  Well, that's wonderful.  You certainly won your way into the hearts of this affluent, old town.  You won't be lonely.",GILBERT," Well, that's wonderful.  You certainly won your way into the hearts of this affluent, old town.  You won't be lonely."
120,ANNE:  I'll survive.,ANNE, I'll survive.
121,"GILBERT:  Well, I ought to go.  The train leaves at 5:30.",GILBERT," Well, I ought to go.  The train leaves at 5:30."
122,"ANNE:  Oh, no, really?",ANNE," Oh, no, really?"
123,"GILBERT:  Oh, I, was going to mail this, but a note just isn't the same.",GILBERT," Oh, I, was going to mail this, but a note just isn't the same."
124,"ANNE:  Thanks, Gil.  [she starts to open it, but he hugs her before she can]",ANNE," Thanks, Gil.  [she starts to open it, but he hugs her before she can]"
125,"GILBERT:  Good-bye, Anne.  ",GILBERT," Good-bye, Anne.  "
126,"ANNE:  Good-bye, Gil.",ANNE," Good-bye, Gil."
127,"GILBERT:  Don't forget me.  [he leaves and she reads the note: ""Congratulations on your success, Carrots.  From your old chum, Gilbert""]",GILBERT," Don't forget me.  [he leaves and she reads the note: ""Congratulations on your success, Carrots.  From your old chum, Gilbert""]"
128,        SCENE:  Train station,        SCENE, Train station
129,CONDUCTOR: All aboard!,CONDUCTOR,All aboard!
130,ANNE:  Gil!  Gil!  [he goes out on the train ledge]  Thank you!  Good-bye!,ANNE, Gil!  Gil!  [he goes out on the train ledge]  Thank you!  Good-bye!
131,"GILBERT:  Good-bye, Anne!",GILBERT," Good-bye, Anne!"
132,        SCENE:  Ballroom,        SCENE, Ballroom
133,"MRS. TOM PRINGLE:  Miss Shirley, would you help us arrange all these garlands and buntings?  This is a hopeless mess.  ",MRS. TOM PRINGLE," Miss Shirley, would you help us arrange all these garlands and buntings?  This is a hopeless mess.  "
134,"ANNE:  What's the matter, Mrs. Pringle?",ANNE," What's the matter, Mrs. Pringle?"
135,"MRS. TOM PRINGLE:  Not one of these nitwits has as much artistic ability as you have in your baby finger.  Ladies, I am putting Miss Shirley in charge here. ",MRS. TOM PRINGLE," Not one of these nitwits has as much artistic ability as you have in your baby finger.  Ladies, I am putting Miss Shirley in charge here. "
136,"ANNE:  Let me see.  I suggest you gather it up in rosettes like this, and then we'll hang them with the festoons afterward.",ANNE," Let me see.  I suggest you gather it up in rosettes like this, and then we'll hang them with the festoons afterward."
137,"LADY 1: We were all so impressed with your production at the college, Miss Shirley.  ",LADY 1,"We were all so impressed with your production at the college, Miss Shirley.  "
138,ANNE:  Thank you.,ANNE, Thank you.
139,LADY 2: And to think how you've transformed Morgan Harris' little girl.  He's hardly had anything to do with the poor child since she was born.,LADY 2,And to think how you've transformed Morgan Harris' little girl.  He's hardly had anything to do with the poor child since she was born.
140,LADY 1:  Such a tragedy when his Adelaide died.  She was a rare beauty.  Old Mrs. Harris and Mother Pringle are first cousins and I know how the Harrises have cut themselves off from everybody.,LADY 1, Such a tragedy when his Adelaide died.  She was a rare beauty.  Old Mrs. Harris and Mother Pringle are first cousins and I know how the Harrises have cut themselves off from everybody.
141,LADY 2:  It was Morgan's fault that she ran away and left him.  Terrible reputation with the ladies.  They say Adelaide really died of a broken heart.,LADY 2, It was Morgan's fault that she ran away and left him.  Terrible reputation with the ladies.  They say Adelaide really died of a broken heart.
142,"LADY 1: I'm sure he's felt so guilty all these years, that he can't stand the sight of the child.",LADY 1,"I'm sure he's felt so guilty all these years, that he can't stand the sight of the child."
143,"LADY 3: More than likely, it's the old lady he can't stand.  [ladies laugh]  Well, I know for a fact that he has been seeing Elvira Evans, standard oil fortune from Boston.  She has been staying for last two weeks at Maplehurst, or so my sister-in-law tells me.",LADY 3,"More than likely, it's the old lady he can't stand.  [ladies laugh]  Well, I know for a fact that he has been seeing Elvira Evans, standard oil fortune from Boston.  She has been staying for last two weeks at Maplehurst, or so my sister-in-law tells me."
144,"LADY 2: You've gotten to know cousin Morgan, haven't you, Miss Shirley?",LADY 2,"You've gotten to know cousin Morgan, haven't you, Miss Shirley?"
145,"ANNE:  Yes, we've met on several outings.  He's very charming.",ANNE," Yes, we've met on several outings.  He's very charming."
146,        SCENE:  Anne's room at college,        SCENE, Anne's room at college
147,"MORGAN HARRIS:  [outside window, in carriage]  We're going to give Miss Evans a tour of the old town, this afternoon, Emmeline.",MORGAN HARRIS," [outside window, in carriage]  We're going to give Miss Evans a tour of the old town, this afternoon, Emmeline."
148,        SCENE:  Outside Kingsport post office,        SCENE, Outside Kingsport post office
149,"ANNE:  [reading letter]  ""Dear Miss Shirley, Please accept our congratulations on your book entitled Avonlea Vignettes.  Enclosed is our check for $250 as advanced against our royalties.""",ANNE," [reading letter]  ""Dear Miss Shirley, Please accept our congratulations on your book entitled Avonlea Vignettes.  Enclosed is our check for $250 as advanced against our royalties."""
150,MORGAN HARRIS:  Anne!  Anne!,MORGAN HARRIS, Anne!  Anne!
151,"ANNE:  Oh, hello.",ANNE," Oh, hello."
152,"MORGAN HARRIS:  Anne, I was hoping to run into you.  We've missed having you back at Maplehurst.",MORGAN HARRIS," Anne, I was hoping to run into you.  We've missed having you back at Maplehurst."
153,ANNE:  I can imagine it must be very difficult for you to get away from your important guest.,ANNE, I can imagine it must be very difficult for you to get away from your important guest.
154,"MORGAN HARRIS:  Yes, yes it is.  But please let--",MORGAN HARRIS," Yes, yes it is.  But please let--"
155,"ANNE:  Don't apologize.  I do understand.  Good day, sir.",ANNE," Don't apologize.  I do understand.  Good day, sir."
156,MORGAN HARRIS:  May I offer you a ride back to the College?,MORGAN HARRIS, May I offer you a ride back to the College?
157,"ANNE:  No, thank you.",ANNE," No, thank you."
158,"MORGAN HARRIS:  What's nagging you, Miss Shirley?  You're behaving rather like a spinsterly old schoolmarm, don't you think?",MORGAN HARRIS," What's nagging you, Miss Shirley?  You're behaving rather like a spinsterly old schoolmarm, don't you think?"
159,ANNE:  Perhaps that is because I am one.,ANNE, Perhaps that is because I am one.
160,"MORGAN HARRIS:  I say that with admiration, meant as a compliment.  I'm a great proponent of independent thinking.  Moreover, I've always held that early marriage is a sure indication of second-rate goods that had to be sold in a hurry.  Wouldn't you agree?",MORGAN HARRIS," I say that with admiration, meant as a compliment.  I'm a great proponent of independent thinking.  Moreover, I've always held that early marriage is a sure indication of second-rate goods that had to be sold in a hurry.  Wouldn't you agree?"
161,"ANNE:  Well, you can be sure I am of the first-rate kind, Morgan Harris.  And I certainly have far greater ambition than marriage, oh, if that is what you're insinuating is ""nagging"" me.  I'm about to have a short work of fiction published.  I'm afraid it has me completely preoccupied.",ANNE," Well, you can be sure I am of the first-rate kind, Morgan Harris.  And I certainly have far greater ambition than marriage, oh, if that is what you're insinuating is ""nagging"" me.  I'm about to have a short work of fiction published.  I'm afraid it has me completely preoccupied."
162,"MORGAN HARRIS:  Well, then, let me offer my congratulations.",MORGAN HARRIS," Well, then, let me offer my congratulations."
163,ANNE:  Good day.,ANNE, Good day.
164,"MORGAN HARRIS:  Anne. Anne, I am sorry.  I ought not to have made such a back-handed invitation.  I've been meaning to ask mother to invite you back to Maplehurst.",MORGAN HARRIS," Anne. Anne, I am sorry.  I ought not to have made such a back-handed invitation.  I've been meaning to ask mother to invite you back to Maplehurst."
165,"ANNE:  How gracious of you.  But my schedule is so jam-packed, I'm sure I won't be able to squeeze it in.",ANNE," How gracious of you.  But my schedule is so jam-packed, I'm sure I won't be able to squeeze it in."
166,MORGAN HARRIS:  I take it you'll attend the Hospital Benefit tomorrow evening.,MORGAN HARRIS, I take it you'll attend the Hospital Benefit tomorrow evening.
167,"ANNE:  Yes, I'm working as a volunteer.",ANNE," Yes, I'm working as a volunteer."
168,"MORGAN HARRIS:  I shall look forward to seeing you there.  Would you do me the honor, Miss Shirley, of reserving me a waltz on your card?",MORGAN HARRIS," I shall look forward to seeing you there.  Would you do me the honor, Miss Shirley, of reserving me a waltz on your card?"
169,"ANNE:  Of course.  I'd be please to, Morgan Harris...",ANNE," Of course.  I'd be please to, Morgan Harris..."
170,MORGAN HARRIS:  Thank you.,MORGAN HARRIS, Thank you.
171,ANNE: If I have a waltz space for you.,ANNE,If I have a waltz space for you.
172,        SCENE:  Anne's room at the College,        SCENE, Anne's room at the College
173,"ANNE:  Well, what do you think?",ANNE," Well, what do you think?"
174,"ESSIE:  Oh, you look like a Gibson Magazine cover.  Perhaps some romantic artist will fall for you and ask to paint your picture.",ESSIE," Oh, you look like a Gibson Magazine cover.  Perhaps some romantic artist will fall for you and ask to paint your picture."
