,raw,char,line
66,"MARILLA:  [reading from letter] ""Dear Marilla and Matthew, It hardly seems possible that the term is almost over.  I've become so preoccupied with my work, I've almost lost track of time.  But here I am with exams looming up before me, and for the time being, they are all there is in the world.  But, as Rachel Lynde used to say, 'The sun will go on rising and setting whether I fail in geometry or not.'  I think I'd rather it didn't go on if I failed.  I miss you both very, very much.  Yours lovingly, with all my heart, Anne.""",MARILLA," [reading from letter] ""Dear Marilla and Matthew, It hardly seems possible that the term is almost over.  I've become so preoccupied with my work, I've almost lost track of time.  But here I am with exams looming up before me, and for the time being, they are all there is in the world.  But, as Rachel Lynde used to say, 'The sun will go on rising and setting whether I fail in geometry or not.'  I think I'd rather it didn't go on if I failed.  I miss you both very, very much.  Yours lovingly, with all my heart, Anne."""
67,MATTHEW:  She sounds unhappy.,MATTHEW, She sounds unhappy.
68,SCENE: Outside Queens Academy.,SCENE,Outside Queens Academy.
69,"JANE ANDREWS:  Oh, cheer up Anne.  You have to win at least one of the awards.",JANE ANDREWS," Oh, cheer up Anne.  You have to win at least one of the awards."
70,ANNE:  I'm sure I care anymore.,ANNE, I'm sure I care anymore.
71,JANE ANDREWS:  That's a fine attitude after all the work you've put in!,JANE ANDREWS, That's a fine attitude after all the work you've put in!
72,ANNE:  I have no hope for the Avery.  Everyone has practically said that Emily Clay is getting it.,ANNE, I have no hope for the Avery.  Everyone has practically said that Emily Clay is getting it.
73,"JANE ANDREWS:  You'll probably get the gold metal, then.",JANE ANDREWS," You'll probably get the gold metal, then."
74,"ANNE:  Well, I'm not going to look at the bulletin board.  I'm going to go straight to the girls' dressing room.",ANNE," Well, I'm not going to look at the bulletin board.  I'm going to go straight to the girls' dressing room."
75,JANE ANDREWS:  I'll come find you.,JANE ANDREWS, I'll come find you.
76,"ANNE:  If I fail, just say so, Jane.  Don't break it to me gently, and don't sympathize.",ANNE," If I fail, just say so, Jane.  Don't break it to me gently, and don't sympathize."
77,"STUDENTS: Hip, hip, hurray!  Hip, hip, hurray!  Hurray for Gilbert Blythe, winner of the gold metal!  Yeah!  [clapping, etc.]",STUDENTS,"Hip, hip, hurray!  Hip, hip, hurray!  Hurray for Gilbert Blythe, winner of the gold metal!  Yeah!  [clapping, etc.]"
78,"STUDENT: Three cheers for Anne Shirley, winner of the Avery!",STUDENT,"Three cheers for Anne Shirley, winner of the Avery!"
79,"STUDENTS: The Avery! Hip, hip, hurray!  Hip, hip, hurray!  Hurray for Anne Shirley, winner of the Avery!  Yeah!  [clapping, etc.]",STUDENTS,"The Avery! Hip, hip, hurray!  Hip, hip, hurray!  Hurray for Anne Shirley, winner of the Avery!  Yeah!  [clapping, etc.]"
80,SCENE: Beach front.,SCENE,Beach front.
81,ANNE:  Isn't that breath of mint delicious?  I can't bear the thought of leaving here again.,ANNE, Isn't that breath of mint delicious?  I can't bear the thought of leaving here again.
82,"DIANA:  Four long years.  I'll probably be old and grey when you do come back, Anne.",DIANA," Four long years.  I'll probably be old and grey when you do come back, Anne."
83,ANNE:  More likely married to a dashingly handsome young man and too busy with babies to be interested in your former bosom friend.,ANNE, More likely married to a dashingly handsome young man and too busy with babies to be interested in your former bosom friend.
84,DIANA:  Such as who?  Moody?,DIANA, Such as who?  Moody?
85,ANNE:  I'll pray that someone wonderful comes to Avonlea and sweeps you off your feet.,ANNE, I'll pray that someone wonderful comes to Avonlea and sweeps you off your feet.
86,DIANA:  Gilbert's getting the Avonlea school you know.,DIANA, Gilbert's getting the Avonlea school you know.
87,ANNE:  He isn't going to college?,ANNE, He isn't going to college?
88,DIANA:  His father can't afford to send him so he's going to earn his way.  Did you ever explain to him?,DIANA, His father can't afford to send him so he's going to earn his way.  Did you ever explain to him?
89,"ANNE:  Some books are better left on the shelf.  I wish him luck, though.  He's a determined young man.",ANNE," Some books are better left on the shelf.  I wish him luck, though.  He's a determined young man."
90,"DIANA:  Then as far as you're concerned, he's fair game.",DIANA," Then as far as you're concerned, he's fair game."
91,"ANNE:  Why, Diana Barry!  If you were interested in Gilbert Blythe, why didn't you ever say so?",ANNE," Why, Diana Barry!  If you were interested in Gilbert Blythe, why didn't you ever say so?"
92,DIANA:  Because I thought my bosom friend was in love with him.,DIANA, Because I thought my bosom friend was in love with him.
93,ANNE:  In love with Gilbert Blythe?  Me?,ANNE, In love with Gilbert Blythe?  Me?
94, , ,
95,"DIANA:  Yes, you.  Gilbert did say that being smart was better than being pretty.",DIANA," Yes, you.  Gilbert did say that being smart was better than being pretty."
96,"ANNE:  Goodnight, dear, sweet Diana.",ANNE," Goodnight, dear, sweet Diana."
97,DIANA:  Goodnight.,DIANA, Goodnight.
98,SCENE: The Cuthbert field.  Matthew falls.,SCENE,The Cuthbert field.  Matthew falls.
99, , ,
100,ANNE:  Matthew!  Matthew!  What is it?,ANNE, Matthew!  Matthew!  What is it?
101,MATTHEW:  I'm alright.,MATTHEW, I'm alright.
102,"ANNE:  Please, Matthew.  You need help.  We've got to get a doctor.",ANNE," Please, Matthew.  You need help.  We've got to get a doctor."
103,MATTHEW:  I've worked hard all my life.  I'd rather just drop in the harness.  I got old; I never noticed.,MATTHEW, I've worked hard all my life.  I'd rather just drop in the harness.  I got old; I never noticed.
104, , ,
105,"ANNE:  If I'd been the boy you sent for, I could have spared you in so many ways.",ANNE," If I'd been the boy you sent for, I could have spared you in so many ways."
106,MATTHEW:  I never wanted a boy.  I only wanted you from the first day.  Don't ever change.   I love my little girl.  I'm so proud of my little girl.,MATTHEW, I never wanted a boy.  I only wanted you from the first day.  Don't ever change.   I love my little girl.  I'm so proud of my little girl.
107,"ANNE:  Matthew, don't.",ANNE," Matthew, don't."
108,SCENE: The church cemetery.,SCENE,The church cemetery.
109,"REV. ALLAN: We have stood here in silent prayer at Matthew Cuthbert's grave, and struggled, each of us, to see the meaning in his life.  But the mystery of death prevails.  All we know is that we are troubled in our hearts that this evidence of death comes to all of us.  In the end, all we know is that we loved him, and we commend his soul to Jesus.",REV. ALLAN,"We have stood here in silent prayer at Matthew Cuthbert's grave, and struggled, each of us, to see the meaning in his life.  But the mystery of death prevails.  All we know is that we are troubled in our hearts that this evidence of death comes to all of us.  In the end, all we know is that we loved him, and we commend his soul to Jesus."
110,GILBERT:  Miss Cuthbert.  Anne.  I'm very sorry for your loss.,GILBERT, Miss Cuthbert.  Anne.  I'm very sorry for your loss.
111,"MARILLA:  Thank you, Gilbert Blythe.",MARILLA," Thank you, Gilbert Blythe."
112,SCENE: Anne's bedroom.,SCENE,Anne's bedroom.
113,ANNE:  [cries],ANNE, [cries]
114,"MARILLA:  There, now.  Oh, dear.  It won't bring him back.",MARILLA," There, now.  Oh, dear.  It won't bring him back."
115,"ANNE:  Keep your arms around me, Marilla, for a little while.  Tears don't hurt like the ache does.",ANNE," Keep your arms around me, Marilla, for a little while.  Tears don't hurt like the ache does."
116,"MARILLA:  I know I've been strict with you.  I don't know what I'd do if you'd never come.  But you mustn't think that I don't love you as much as Matthew did.  It's never been easy for me to say, the things from my heart, but you're like my own flesh and blood now.  It's not right to cry so.  God knows best.  Oh, he was always such a kind brother to me.",MARILLA," I know I've been strict with you.  I don't know what I'd do if you'd never come.  But you mustn't think that I don't love you as much as Matthew did.  It's never been easy for me to say, the things from my heart, but you're like my own flesh and blood now.  It's not right to cry so.  God knows best.  Oh, he was always such a kind brother to me."
117,ANNE:  We have each other now.,ANNE, We have each other now.
118,MARILLA:  Yes.  Yes.,MARILLA, Yes.  Yes.
119,SCENE: Outside the Cuthbert house.,SCENE,Outside the Cuthbert house.
120,"MR. SADLER: Morning, Miss Cuthbert.  And how is Green Gables holding up these days?",MR. SADLER,"Morning, Miss Cuthbert.  And how is Green Gables holding up these days?"
121,"MARILLA:  Oh, pretty well.  I haven't seen you around these parts much lately.",MARILLA," Oh, pretty well.  I haven't seen you around these parts much lately."
122,"MR. SADLER: Oh, uh, business in Carmody takes all my time, you know what I mean.  This sure is a lovely piece of countryside.",MR. SADLER,"Oh, uh, business in Carmody takes all my time, you know what I mean.  This sure is a lovely piece of countryside."
123,MARILLA:  It is that.  People in Avonlea say it's the prettiest acreage on the north shore.,MARILLA, It is that.  People in Avonlea say it's the prettiest acreage on the north shore.
124,MR. SADLER: Matthew kept up this place impeccably.  You don't want to let it get run down at all.  Decreases the value.  Now may be a good time to consider selling if you want to get the highest value for your farm.,MR. SADLER,Matthew kept up this place impeccably.  You don't want to let it get run down at all.  Decreases the value.  Now may be a good time to consider selling if you want to get the highest value for your farm.
125,"MARILLA:  Well, I can't deny that the thought has crossed my mind.",MARILLA," Well, I can't deny that the thought has crossed my mind."
126,MR. SADLER: You could certainly retire on what I am prepared to offer you.,MR. SADLER,You could certainly retire on what I am prepared to offer you.
127,"MARILLA:  Thank you, Mr. Sadler.",MARILLA," Thank you, Mr. Sadler."
128,ANNE:  What did Mr. Sadler want?,ANNE, What did Mr. Sadler want?
129,MARILLA:  He once offered to buy Green Gables and he's still interested.,MARILLA, He once offered to buy Green Gables and he's still interested.
130,ANNE:  Buy Green Gables?  Marilla!,ANNE, Buy Green Gables?  Marilla!
131,"MARILLA:  I don't know what else to do.  My eyesight is getting weaker.  Dr. Spencer says that if the headaches persist, I might lose it completely.  What if I can't run this place?  Rachel has kindly offered to let me live with her.",MARILLA," I don't know what else to do.  My eyesight is getting weaker.  Dr. Spencer says that if the headaches persist, I might lose it completely.  What if I can't run this place?  Rachel has kindly offered to let me live with her."
132,ANNE:  But you can't sell Green Gables!,ANNE, But you can't sell Green Gables!
133,"MARILLA:  Anne, I would go crazy if there was trouble and I was alone hear.  I'm sorry that you won't have a home to come to on your vacations.  Oh, I never thought I'd live to see the day when I would sell this place.  But, we'll survive somehow.",MARILLA," Anne, I would go crazy if there was trouble and I was alone hear.  I'm sorry that you won't have a home to come to on your vacations.  Oh, I never thought I'd live to see the day when I would sell this place.  But, we'll survive somehow."
134,ANNE:  You won't have to stay here alone.  I'm not going to Redmond.,ANNE, You won't have to stay here alone.  I'm not going to Redmond.
135,MARILLA:  What do you mean?,MARILLA, What do you mean?
136,"ANNE:  I'm not going to take that scholarship.  I've already decided, but I hadn't told you yet.  Mr. Barry said he'd run our fields next year, and I'm going to take the school at Carmody.  They need a teacher and I'm sure they'd be glad to have me.  I can drive back and forth until the weather gets bad, and then I'll board and come home on the weekends.",ANNE," I'm not going to take that scholarship.  I've already decided, but I hadn't told you yet.  Mr. Barry said he'd run our fields next year, and I'm going to take the school at Carmody.  They need a teacher and I'm sure they'd be glad to have me.  I can drive back and forth until the weather gets bad, and then I'll board and come home on the weekends."
